"Geo_FIPS","Geo_GEOID","Geo_NAME","Geo_QName","Geo_STUSAB","pop3over","school_enrolled","school_not_enrolled","households","pop_under25k","pop25k_49k","pop50k_74k","pop75k_99k","pop100kover","median_income","pov_denom","pov_under2q","pov2q_3q","pov3q_4q","pov4q_6q","pov6q_8q","pov_over8q","school_enrolled_pct","income_under25kpct","income25k_49kpct","pop50k_74kpct","pop75k_99kpct","pop100koverpct","pov_below_line","pov_1_2overline","pov_doubleline"
"13189","05000US13189","McDuffie County","McDuffie County, Georgia","ga",20713,4950,15763,8103,2953,1865,1371,759,1155,39199,21208,1931,1649,1711,2791,1723,11403,23.8980350504514,36.4432926076762,23.0161668517833,16.9196593854128,9.36690114772307,14.2539800074047,24.948132780083,21.2844209732177,53.7674462466994
"13191","05000US13191","McIntosh County","McIntosh County, Georgia","ga",13656,2573,11083,6033,1676,1509,1053,819,976,47114,13923,792,1247,738,1354,1540,8252,18.8415348564733,27.7805403613459,25.0124316260567,17.4540029835903,13.5753356539035,16.1776893751036,19.9454140630611,20.7857501975149,59.268835739424
"13193","05000US13193","Macon County","Macon County, Georgia","ga",13066,3063,10003,4673,1859,1458,695,297,364,31999,11500,1377,800,952,1493,1416,5462,23.4425225776825,39.7817248020544,31.200513588701,14.8726728011984,6.35566017547614,7.78942863257008,27.2086956521739,25.295652173913,47.495652173913
"13195","05000US13195","Madison County","Madison County, Georgia","ga",27809,6254,21555,10712,2592,2598,2094,1554,1874,51701,28620,2099,1300,1591,3453,3321,16856,22.4891222266173,24.1971620612397,24.2531740104556,19.5481702763256,14.5070948469007,17.4943988050784,17.4353598881901,23.6687631027254,58.8958770090846
"13197","05000US13197","Marion County","Marion County, Georgia","ga",8284,1670,6614,3331,1062,728,745,385,411,44309,8356,901,145,709,983,744,4874,20.1593433124095,31.8823176223356,21.8552987090964,22.3656559591714,11.5580906634644,12.3386370459322,21.0028721876496,20.6677836285304,58.32934418382
"13199","05000US13199","Meriwether County","Meriwether County, Georgia","ga",20423,4567,15856,8151,3012,2057,1399,868,815,36351,20951,2206,1192,1105,2693,2860,10895,22.3620427948881,36.9525211630475,25.2361673414305,17.1635382161698,10.6490001226843,9.99877315666789,21.4930074936757,26.5047014462317,52.0022910600926
"13201","05000US13201","Miller County","Miller County, Georgia","ga",5704,1174,4530,2300,707,594,485,236,278,42927,5658,486,369,446,476,555,3326,20.5820476858345,30.7391304347826,25.8260869565217,21.0869565217391,10.2608695652174,12.0869565217391,22.9939908094733,18.2219865676918,58.7840226228349
"13205","05000US13205","Mitchell County","Mitchell County, Georgia","ga",21915,5613,16302,7889,2680,2519,1255,627,808,37027,20036,2461,1032,1318,2850,2883,9492,25.6125941136208,33.9713525161617,31.9305361896311,15.9082266446951,7.9477753834453,10.2421092660667,24.0117787981633,28.6134957077261,47.3747254941106
"13207","05000US13207","Monroe County","Monroe County, Georgia","ga",26083,5815,20268,9803,2352,2136,1841,820,2654,54050,25979,1783,1082,750,2605,2618,17141,22.2942146225511,23.9926553095991,21.7892481893298,18.7799653167398,8.36478628991125,27.0733448944201,13.9150852611725,20.1046999499596,65.9802147888679
"13209","05000US13209","Montgomery County","Montgomery County, Georgia","ga",8721,2210,6511,3039,974,811,458,343,453,40728,8230,699,308,694,870,842,4817,25.3411306042885,32.0500164527805,26.6864100032906,15.0707469562356,11.2866074366568,14.9062191510365,20.6682867557716,20.8019441069259,58.5297691373026
"13211","05000US13211","Morgan County","Morgan County, Georgia","ga",17687,3959,13728,6656,1265,1447,1306,958,1680,62530,17855,730,869,284,1249,1993,12730,22.3836716232261,19.0054086538462,21.7397836538462,19.6213942307692,14.3930288461538,25.2403846153846,10.5460655278633,18.1573788854663,71.2965555866704
"13213","05000US13213","Murray County","Murray County, Georgia","ga",38025,9032,28993,14081,3389,4199,3016,1815,1662,45238,39016,2422,1407,2188,5474,5128,22397,23.7527942143327,24.0678929053334,29.82032526099,21.4189333143953,12.8897095376749,11.8031389816064,15.4218782038138,27.1734672954685,57.4046545007177
"13215","05000US13215","Muscogee County","Muscogee County, Georgia","ga",188186,55712,132474,72924,21149,18114,13134,8353,12174,45389,189538,18794,9909,11380,19842,20378,109235,29.604752744625,29.0014261422851,24.8395589929241,18.0105315122593,11.4543908726894,16.694092479842,21.1477381844274,21.2200192045922,57.6322426109804
"13217","05000US13217","Newton County","Newton County, Georgia","ga",102505,29580,72925,36626,8280,8910,6741,5052,7643,53309,105074,8187,4128,6507,9037,11814,65401,28.8571289205405,22.606891279419,24.3269808332878,18.4049582263965,13.7934800415006,20.8676896193961,17.9130898224109,19.8441098654282,62.242800312161
"13219","05000US13219","Oconee County","Oconee County, Georgia","ga",35777,10740,25037,13093,1153,2703,2023,1479,5735,88308,36773,799,233,1133,1752,2220,30636,30.0192861335495,8.80623233789048,20.6446192622012,15.4510043534713,11.2961124264874,43.8020316199496,5.887471786365,10.8014032034373,83.3111250101977
"13221","05000US13221","Oglethorpe County","Oglethorpe County, Georgia","ga",14294,3435,10859,5621,1533,1617,961,652,858,44927,14651,762,549,905,1853,1880,8702,24.0310619840493,27.2727272727273,28.7671232876712,17.0966020281089,11.599359544565,15.2641878669276,15.1252474233841,25.4794894546447,59.3952631219712
"13223","05000US13223","Paulding County","Paulding County, Georgia","ga",149988,43095,106893,52389,7257,11071,11743,7195,15123,66467,154784,7196,4060,3343,12552,15843,111790,28.7322985838867,13.8521445341579,21.1322987650079,22.4150107847067,13.7337990799595,28.8667468361679,9.43185342154228,18.3449193715113,72.2232272069464
"13225","05000US13225","Peach County","Peach County, Georgia","ga",26229,8274,17955,10103,3161,2514,1690,964,1774,42802,25064,2228,1506,1658,2784,3028,13860,31.5452361889512,31.2877363159458,24.8836979115114,16.7277046421855,9.54172028110462,17.5591408492527,21.5129269071178,23.188637089052,55.2984360038302
"13227","05000US13227","Pickens County","Pickens County, Georgia","ga",30141,6479,23662,11841,2187,2488,2110,1977,3079,64512,30589,899,986,1043,2761,3524,21376,21.4956371719585,18.4697238408918,21.011738873406,17.8194409255975,16.6962249809982,26.0028713791065,9.57206839059793,20.5466017195724,69.8813298898297
"13229","05000US13229","Pierce County","Pierce County, Georgia","ga",18370,4134,14236,7072,2018,1899,1395,795,965,44167,19016,1212,1109,1799,1632,2112,11152,22.5040827436037,28.5350678733032,26.8523755656109,19.7256787330317,11.2415158371041,13.6453619909502,21.6659655027345,19.6886832141355,58.64535128313
"13231","05000US13231","Pike County","Pike County, Georgia","ga",17622,4503,13119,6106,1261,1442,1058,819,1526,58765,17705,1234,398,688,1015,1605,12765,25.5532856656452,20.6518178840485,23.6161152964297,17.3272191287258,13.413036357681,24.991811333115,13.1036430386896,14.7980796385202,72.0982773227902
"13233","05000US13233","Polk County","Polk County, Georgia","ga",39819,10089,29730,15011,4289,4049,2761,1869,2043,43491,41157,3089,2209,2069,5597,5214,22979,25.3371506064944,28.57238025448,26.9735527279995,18.393178335887,12.4508693624675,13.6100193191659,17.8997497388051,26.2677065869718,55.8325436742231
"13235","05000US13235","Pulaski County","Pulaski County, Georgia","ga",11029,2170,8859,3817,1243,1079,614,327,554,38770,9712,1282,832,398,1120,1055,5025,19.6754012149787,32.5648414985591,28.2682735132303,16.0859313597066,8.56693738538119,14.5140162431229,25.8649093904448,22.3949752883031,51.7401153212521
"13237","05000US13237","Putnam County","Putnam County, Georgia","ga",20945,4636,16309,8660,1856,2357,1772,1080,1595,51245,21237,1252,1224,920,2617,2613,12611,22.1341608975889,21.431870669746,27.2170900692841,20.4618937644342,12.4711316397229,18.4180138568129,15.9909591750247,24.6268305316193,59.3822102933559
"13239","05000US13239","Quitman County","Quitman County, Georgia","ga",2197,431,1766,934,412,214,202,42,64,30000,2276,171,195,151,287,188,1284,19.6176604460628,44.1113490364026,22.9122055674518,21.627408993576,4.49678800856531,6.85224839400428,22.7152899824253,20.8699472759227,56.414762741652
"13241","05000US13241","Rabun County","Rabun County, Georgia","ga",15988,2774,13214,6563,1866,1985,1003,801,908,40902,16119,1308,804,1009,2337,1597,9064,17.3505128846635,28.4321194575651,30.2453146426939,15.2826451317995,12.2047843973792,13.8351363705622,19.3622433153421,24.4059805198834,56.2317761647745
"13243","05000US13243","Randolph County","Randolph County, Georgia","ga",6772,1855,4917,2616,1048,937,225,205,201,30914,6856,1341,682,513,902,785,2633,27.3922031896043,40.0611620795107,35.8180428134557,8.60091743119266,7.83639143730887,7.68348623853211,36.9894982497083,24.6061843640607,38.404317386231
"13245","05000US13245","Richmond County","Richmond County, Georgia","ga",193288,52071,141217,72165,22452,19637,12125,8103,9848,40644,191959,23024,10182,11750,24416,21398,101189,26.9395927320889,31.1120349199751,27.2112519919629,16.8017737130188,11.2284348368323,13.646504538211,23.4195843904167,23.8665548372309,52.7138607723524
"13247","05000US13247","Rockdale County","Rockdale County, Georgia","ga",85973,24797,61176,30521,5868,7340,6154,4032,7127,57049,87960,4997,3995,4402,8850,9450,56266,28.8427762204413,19.2261066151175,24.0490154319976,20.1631663444841,13.2105763244979,23.3511352839029,15.2273760800364,20.8049113233288,63.9677125966348
"13249","05000US13249","Schley County","Schley County, Georgia","ga",5053,1487,3566,1877,607,494,327,212,237,41276,5211,635,100,376,504,699,2897,29.4280625371067,32.3388385721897,26.3185935002664,17.4214171550346,11.2946190729888,12.6265316995205,21.3202840145845,23.0857800805987,55.5939359048167
"13251","05000US13251","Screven County","Screven County, Georgia","ga",13484,3143,10341,5257,1816,1259,957,546,679,37588,13617,1505,688,850,1717,2153,6704,23.3091070898843,34.5444169678524,23.949020353814,18.2042990298649,10.3861517976032,12.9161118508655,22.3470661672909,28.4203569068077,49.2325769259014
"13253","05000US13253","Seminole County","Seminole County, Georgia","ga",8213,1811,6402,3325,1119,1061,457,341,347,34338,8335,1245,285,504,821,1190,4290,22.0504078899306,33.6541353383459,31.9097744360902,13.7443609022556,10.2556390977444,10.4360902255639,24.4031193761248,24.127174565087,51.4697060587882
"13255","05000US13255","Spalding County","Spalding County, Georgia","ga",62403,14478,47925,24137,6703,6938,4454,2714,3328,42671,63426,5984,5169,2549,8481,7150,34093,23.2008076534782,27.7706425819282,28.7442515639889,18.4529974727597,11.2441479885653,13.787960392758,21.603128054741,24.644467568505,53.752404376754
"13257","05000US13257","Stephens County","Stephens County, Georgia","ga",24912,6624,18288,9468,2755,2570,1896,785,1462,43416,24786,1887,1107,1013,2784,3599,14396,26.5895953757225,29.0980143641741,27.1440642163076,20.0253485424588,8.29108576256865,15.4414871144909,16.1663842491729,25.7524408940531,58.081174856774
"13259","05000US13259","Stewart County","Stewart County, Georgia","ga",5923,783,5140,1826,909,334,237,198,148,25385,3996,260,987,231,556,296,1666,13.2196522032754,49.7809419496166,18.2913472070099,12.9791894852136,10.8433734939759,8.10514786418401,36.986986986987,21.3213213213213,41.6916916916917
"13261","05000US13261","Sumter County","Sumter County, Georgia","ga",29138,9080,20058,11758,4158,3175,1897,970,1558,36205,28276,3301,2031,2528,3397,3299,13720,31.1620564211682,35.3631569994897,27.0028916482395,16.1336962068379,8.24970233032829,13.2505528151046,27.7974253784128,23.6808600933654,48.5217145282218
"13263","05000US13263","Talbot County","Talbot County, Georgia","ga",6214,1195,5019,2766,976,845,486,214,245,36213,6320,500,388,316,1078,632,3406,19.2307692307692,35.2856109906001,30.5495300072307,17.5704989154013,7.73680404916847,8.85755603759942,19.0506329113924,27.0569620253165,53.8924050632911
"13265","05000US13265","Taliaferro County","Taliaferro County, Georgia","ga",1620,257,1363,612,240,172,96,53,51,31797,1662,265,95,106,163,236,797,15.8641975308642,39.2156862745098,28.1045751633987,15.6862745098039,8.66013071895425,8.33333333333333,28.0385078219013,24.0072202166065,47.9542719614922
"13267","05000US13267","Tattnall County","Tattnall County, Georgia","ga",24530,5354,19176,8237,2635,2366,1154,798,1284,38034,18988,2015,970,1291,2784,1718,10210,21.8263350998777,31.9898021124196,28.7240500182105,14.0099550807333,9.68799320140828,15.5881995872284,22.5194859911523,23.7097113966716,53.7708026121761
"13269","05000US13269","Taylor County","Taylor County, Georgia","ga",7949,1856,6093,3437,1316,974,544,252,351,33442,8061,1022,359,738,1315,658,3969,23.3488489118128,38.2892057026477,28.3386674425371,15.8277567646203,7.33197556008147,10.2123945301135,26.2870611586652,24.4758714799653,49.2370673613696
"13271","05000US13271","Telfair County","Telfair County, Georgia","ga",15682,2553,13129,4931,1906,1779,390,541,315,30288,12847,1571,470,1576,1756,1735,5739,16.2798112485652,38.6534171567633,36.0778746704522,7.90914621780572,10.9714053944433,6.38815656053539,28.1544329415428,27.1736592200514,44.6719078384059
"13273","05000US13273","Terrell County","Terrell County, Georgia","ga",8566,2168,6398,3247,1143,860,467,408,369,38015,8511,1186,761,766,857,850,4091,25.309362596311,35.2017246689252,26.4859870649831,14.3825069294734,12.565445026178,11.3643363104404,31.8763952532017,20.0563976031019,48.0672071436964
"13275","05000US13275","Thomas County","Thomas County, Georgia","ga",43055,11320,31735,17352,5257,4763,2785,1466,3081,40112,43838,3819,2460,2856,6253,4616,23834,26.2919521542213,30.2962194559705,27.44928538497,16.0500230520977,8.44859382203781,17.7558782849239,20.8380856790912,24.7935581002783,54.3683562206305
"13277","05000US13277","Tift County","Tift County, Georgia","ga",38800,10900,27900,15058,4423,3998,2679,1616,2342,42790,38528,3143,2874,3499,3914,4268,20830,28.0927835051546,29.3730907158985,26.5506707398061,17.7912073316509,10.7318368973303,15.5531943153141,24.6989202657807,21.2365033222591,54.0645764119601
"13279","05000US13279","Toombs County","Toombs County, Georgia","ga",25911,6860,19051,10403,3717,2745,1605,936,1400,36575,26662,3145,1427,1752,4308,3147,12883,26.475242175138,35.7300778621551,26.3866192444487,15.4282418533115,8.99740459482842,13.4576564452562,23.719150851399,27.96114320006,48.319705948541
"13281","05000US13281","Towns County","Towns County, Georgia","ga",11134,2534,8600,4777,1363,1317,994,447,656,43927,10558,819,440,413,1205,1030,6651,22.7591162205856,28.5325518107599,27.5696043541972,20.8080385178983,9.3573372409462,13.7324680761985,15.8363326387573,21.1687819662815,62.9948853949612
"13283","05000US13283","Treutlen County","Treutlen County, Georgia","ga",6453,1392,5061,2641,917,626,593,281,224,37606,6422,562,349,448,788,672,3603,21.5713621571362,34.7216963271488,23.7031427489587,22.4536160545248,10.6399091253313,8.48163574403635,21.1616318903768,22.7343506695733,56.1040174400498
"13285","05000US13285","Troup County","Troup County, Georgia","ga",67052,18004,49048,24843,7339,6298,4782,2379,4045,43850,67998,5867,3799,4266,7118,8243,38705,26.8508023623456,29.541520750312,25.3512055709858,19.2488829851467,9.57613814756672,16.2822525459888,20.4888379069973,22.590370305009,56.9207917879938
"13287","05000US13287","Turner County","Turner County, Georgia","ga",7570,1627,5943,3023,1084,790,487,383,279,38341,7593,1509,778,390,420,384,4112,21.4927344782034,35.8584187892822,26.1329804829639,16.1098246774727,12.669533575918,9.22924247436321,35.2561569866983,10.5887001185302,54.1551428947715
"13289","05000US13289","Twiggs County","Twiggs County, Georgia","ga",8045,1537,6508,3031,1163,875,382,275,336,33037,8203,875,654,609,845,919,4301,19.1050341827222,38.3701748597823,28.8683602771363,12.6031012867041,9.07291322995711,11.0854503464203,26.0636352553944,21.5043276849933,52.4320370596123
"13291","05000US13291","Union County","Union County, Georgia","ga",22246,3466,18780,9070,2302,2494,1735,1340,1199,44978,22248,1820,472,911,1841,2672,14532,15.5803290479187,25.380374862183,27.497243660419,19.1289966923925,14.773980154355,13.2194046306505,14.3967997123337,20.2849694354549,65.3182308522114
"13293","05000US13293","Upson County","Upson County, Georgia","ga",25101,5900,19201,10204,3533,2903,1626,893,1249,36529,25599,2994,1161,1547,2964,3173,13760,23.505039639855,34.6236769894159,28.4496275970208,15.9349274794198,8.75147001176009,12.2402979223834,22.2743075901402,23.9735927184656,53.7520996913942
"13295","05000US13295","Walker County","Walker County, Georgia","ga",66459,15116,51343,25709,7484,7038,4589,2826,3772,43650,67286,4938,3088,3876,8437,7999,38948,22.7448502083992,29.1104282546968,27.3756272122603,17.8497802326034,10.9922595200124,14.6719047804271,17.6886722349374,24.4270724965074,57.8842552685551
"13297","05000US13297","Walton County","Walton County, Georgia","ga",86906,23603,63303,31133,5814,7327,6314,4227,7451,58370,88896,5681,3043,2776,8085,7653,61658,27.1592295123467,18.6747181447339,23.5345132174863,20.2807310570777,13.5772331609546,23.9328044197475,12.9364650827934,17.7038336933045,69.3597012239021
"13299","05000US13299","Ware County","Ware County, Georgia","ga",34250,7917,26333,13901,4550,3701,2497,1563,1590,39887,32964,3992,1593,2243,3983,3455,17698,23.1153284671533,32.7314581684771,26.6239838860514,17.9627364937774,11.2437954104021,11.438026041292,23.7471180681956,22.5640092221818,53.6888727096226
"13301","05000US13301","Warren County","Warren County, Georgia","ga",5141,920,4221,2332,899,671,400,133,229,34730,5271,607,343,437,715,750,2419,17.895351099008,38.5506003430532,28.7735849056604,17.1526586620926,5.7032590051458,9.81989708404803,26.3137924492506,27.7935875545437,45.8926199962057
"13303","05000US13303","Washington County","Washington County, Georgia","ga",19793,4795,14998,7359,2547,1930,1031,1046,805,38092,18625,2013,1431,1516,1876,2273,9516,24.2257363714445,34.6106807990216,26.226389455089,14.0100557140916,14.2138877564887,10.9389862753091,26.6308724832215,22.2765100671141,51.0926174496644
"13305","05000US13305","Wayne County","Wayne County, Georgia","ga",28662,6774,21888,10353,3099,2740,1758,1267,1489,44869,27402,2504,1420,1448,3887,3424,14719,23.6340799665062,29.9333526514054,26.46575871728,16.9805853375833,12.237998647735,14.3823046459963,19.6044084373403,26.6805342675717,53.715057295088
"13307","05000US13307","Webster County","Webster County, Georgia","ga",2591,739,1852,1101,452,287,129,113,120,35755,2608,276,260,124,331,239,1378,28.5218062524122,41.0535876475931,26.0672116257947,11.716621253406,10.2633969118983,10.8991825613079,25.3067484662577,21.8558282208589,52.8374233128834
"13309","05000US13309","Wheeler County","Wheeler County, Georgia","ga",7793,1573,6220,1937,929,449,348,93,118,27626,6594,812,195,758,1273,728,2828,20.1847812139099,47.9607640681466,23.1801755291688,17.9659266907589,4.80123902942695,6.09189468249871,26.7667576584774,30.3457688808007,42.8874734607219
"13311","05000US13311","White County","White County, Georgia","ga",28172,5969,22203,11588,2359,3758,1852,1756,1863,46288,28494,1510,617,1791,2433,4132,18011,21.187704103365,20.3572661373835,32.4301001035554,15.9820503969624,15.1536071798412,16.0769761822575,13.7502632133081,23.0399382326104,63.2097985540816
"13313","05000US13313","Whitfield County","Whitfield County, Georgia","ga",99884,27177,72707,36043,8885,10144,7347,3971,5696,46970,102515,4873,5683,7673,14274,14928,55084,27.2085619318409,24.6511111727659,28.1441611408595,20.3839857947452,11.0173958882446,15.8033460033848,17.7817880310199,28.4855874750037,53.7326244939765
"13315","05000US13315","Wilcox County","Wilcox County, Georgia","ga",8574,1691,6883,2606,894,760,358,333,261,36077,6744,602,550,332,805,1121,3334,19.7224166083508,34.3054489639294,29.1634689178818,13.7375287797391,12.7782041442824,10.0153491941673,22.0047449584816,28.55871886121,49.4365361803084
"13317","05000US13317","Wilkes County","Wilkes County, Georgia","ga",9600,2102,7498,3879,1487,877,717,303,495,35106,9769,694,558,1082,1425,1196,4814,21.8958333333333,38.3346223253416,22.6089198246971,18.4841453982985,7.81129156999227,12.7610208816705,23.8919029583376,26.8297676323063,49.2783294093561
"13319","05000US13319","Wilkinson County","Wilkinson County, Georgia","ga",8810,2146,6664,3237,1171,775,577,336,378,37583,8958,1126,483,632,941,983,4793,24.3586833144154,36.1754711152302,23.941921532283,17.8251467408094,10.3799814643188,11.6774791473587,25.0167448091092,21.4780084840366,53.5052467068542
"13321","05000US13321","Worth County","Worth County, Georgia","ga",20098,4772,15326,8038,2227,2069,1458,1251,1033,46076,20455,1516,985,1752,1873,1939,12390,23.7436560851826,27.7058969893008,25.7402338890271,18.138840507589,15.5635730281164,12.8514555859667,20.7919824003911,18.6360303104375,60.5719872891713
"15001","05000US15001","Hawaii County","Hawaii County, Hawaii","hi",190632,42784,147848,68412,15531,13922,11863,9276,17820,59297,194566,16395,6453,9477,15354,16979,129908,22.4432414285115,22.7021575162252,20.3502309536339,17.3405250540841,13.5590247325031,26.0480617435538,16.613899653588,16.6180113688928,66.7680889775192
"15003","05000US15003","Honolulu County","Honolulu County, Hawaii","hi",949284,237241,712043,311525,39595,49662,51292,43590,127386,82906,955689,40283,20026,23050,52073,64564,755693,24.9915725957669,12.710055372763,15.9415777224942,16.4648102078485,13.9924564641682,40.8911002327261,8.72239818602077,12.2044933027376,79.0731085112416
"15005","05000US15005","Kalawao County","Kalawao County, Hawaii","hi",71,4,67,47,8,6,16,3,14,61875,66,6,1,0,1,4,54,5.63380281690141,17.0212765957447,12.7659574468085,34.0425531914894,6.38297872340426,29.7872340425532,10.6060606060606,7.57575757575758,81.8181818181818
"15007","05000US15007","Kauai County","Kauai County, Hawaii","hi",68749,13647,55102,22524,3508,4091,3278,3354,8293,78482,70565,2827,1484,1674,5497,4627,54456,19.8504705522989,15.5744983129107,18.1628485171373,14.5533652992364,14.8907831646244,36.8185047060913,8.48154184085595,14.3470559059024,77.1714022532417
"15009","05000US15009","Maui County","Maui County, Hawaii","hi",159674,33944,125730,54274,7764,9185,9465,8249,19611,77117,162740,7071,4213,4556,8951,12602,125347,21.2583138143968,14.3051921730479,16.9233887312525,17.4392895308988,15.1988060581494,36.1333235066514,9.73331694727787,13.243824505346,77.0228585473762
"16001","05000US16001","Ada County","Ada County, Idaho","id",431606,117802,313804,168741,31584,35055,32274,22755,47073,63137,437306,21416,11933,14633,28991,37562,322771,27.2938745059151,18.7174427080555,20.7744413035362,19.126353405515,13.4851636531726,27.8965989297207,10.972179663668,15.2188627642886,73.8089575720434
"16003","05000US16003","Adams County","Adams County, Idaho","id",3926,739,3187,1675,395,547,303,254,176,45319,3991,172,81,200,656,487,2395,18.8232297503821,23.5820895522388,32.6567164179104,18.089552238806,15.1641791044776,10.5074626865672,11.3505387121022,28.6394387371586,60.0100225507392
"16005","05000US16005","Bannock County","Bannock County, Idaho","id",81268,25601,55667,30841,7208,8281,5498,4046,5808,49739,82867,6040,3504,4512,8979,9798,50034,31.5019441846729,23.3714860088843,26.8506209266885,17.826918712104,13.1189001653643,18.8320741869589,16.9621200236524,22.6592008881702,60.3786790881774
"16007","05000US16007","Bear Lake County","Bear Lake County, Idaho","id",5725,1242,4483,2350,511,580,441,423,395,54265,5883,273,257,467,470,408,4008,21.6943231441048,21.7446808510638,24.6808510638298,18.7659574468085,18,16.8085106382979,16.9471358150603,14.9243583205847,68.1285058643549
"16009","05000US16009","Benewah County","Benewah County, Idaho","id",8783,1952,6831,3346,858,947,749,364,428,46507,8959,576,323,594,1192,984,5290,22.2247523625185,25.6425582785415,28.3024506873879,22.3849372384937,10.8786610878661,12.7913927077107,16.6648063399933,24.2884250474383,59.0467686125684
"16011","05000US16011","Bingham County","Bingham County, Idaho","id",43509,13208,30301,14772,3232,3881,3192,1873,2594,51288,45140,1657,1787,2219,6201,5554,27722,30.3569376450849,21.879230977525,26.2726780395343,21.608448415922,12.679393447062,17.5602491199567,12.5454142667257,26.0412051395658,61.4133805937085
"16013","05000US16013","Blaine County","Blaine County, Idaho","id",21345,4561,16784,8190,1770,2066,1344,1148,1862,51968,21955,1216,867,994,1998,2319,14561,21.3680018739752,21.6117216117216,25.2258852258852,16.4102564102564,14.017094017094,22.7350427350427,14.0150307447051,19.6629469369164,66.3220223183785
"16015","05000US16015","Boise County","Boise County, Idaho","id",7055,1308,5747,3110,626,809,594,249,832,53942,7115,445,112,377,508,907,4766,18.5400425230333,20.1286173633441,26.0128617363344,19.0996784565916,8.0064308681672,26.7524115755627,13.1271960646521,19.8875614898103,66.9852424455376
"16017","05000US16017","Bonner County","Bonner County, Idaho","id",41460,7878,33582,17584,4563,4501,3401,2204,2915,48710,42105,2203,1730,2267,4147,4246,27512,19.0014471780029,25.9497270245678,25.5971337579618,19.3414467697907,12.5341219290264,16.5775705186533,14.7250920318252,19.9334995843724,65.3414083838024
"16019","05000US16019","Bonneville County","Bonneville County, Idaho","id",106921,32956,73965,39000,7363,9838,7699,5151,8949,56609,111017,4869,3032,5531,11886,13342,72357,30.8227569888048,18.8794871794872,25.225641025641,19.7410256410256,13.2076923076923,22.9461538461538,12.0990478935659,22.7244476071232,65.1765044993109
"16021","05000US16021","Boundary County","Boundary County, Idaho","id",11192,2181,9011,4605,1029,1518,873,551,634,43507,11394,759,220,930,1005,1057,7423,19.4871336669049,22.3452768729642,32.9641693811075,18.957654723127,11.9652551574376,13.7676438653637,16.7544321572758,18.0972441635949,65.1483236791294
"16023","05000US16023","Butte County","Butte County, Idaho","id",2548,585,1963,1050,291,282,198,110,169,42250,2557,174,85,154,200,303,1641,22.9591836734694,27.7142857142857,26.8571428571429,18.8571428571429,10.4761904761905,16.0952380952381,16.1517403206883,19.6714900273758,64.1767696519359
"16025","05000US16025","Camas County","Camas County, Idaho","id",844,203,641,357,111,94,53,37,62,38393,886,46,46,114,102,86,492,24.0521327014218,31.0924369747899,26.3305322128852,14.8459383753501,10.3641456582633,17.3669467787115,23.2505643340858,21.2189616252822,55.5304740406321
"16027","05000US16027","Canyon County","Canyon County, Idaho","id",202739,58797,143942,70847,15209,20769,15559,8370,10940,49143,208972,14395,6662,10700,31735,28498,116982,29.0013268290758,21.4673874687707,29.3152850508843,21.96140979858,11.8141911442969,15.4417265374681,15.1967727733859,28.8234787435637,55.9797484830504
"16029","05000US16029","Caribou County","Caribou County, Idaho","id",6677,1905,4772,2618,489,588,556,409,576,59611,6799,230,162,187,722,703,4795,28.5307772951925,18.6783804430863,22.4598930481283,21.2375859434683,15.6226126814362,22.0015278838808,8.51595822915135,20.9589645536108,70.5250772172378
"16031","05000US16031","Cassia County","Cassia County, Idaho","id",22402,6792,15610,7904,1676,2171,1777,947,1333,50918,23288,1189,952,1194,2965,3443,13545,30.3187215427194,21.2044534412955,27.4671052631579,22.4822874493927,11.9812753036437,16.8648785425101,14.3206801786328,27.5163174166953,58.1630024046719
"16033","05000US16033","Clark County","Clark County, Idaho","id",1014,272,742,305,77,98,62,44,24,35341,1077,37,38,137,194,140,531,26.8244575936884,25.2459016393443,32.1311475409836,20.327868852459,14.4262295081967,7.86885245901639,19.6843082636954,31.0120705663881,49.3036211699164
"16035","05000US16035","Clearwater County","Clearwater County, Idaho","id",8473,1360,7113,3707,886,1264,711,424,422,42348,7684,358,273,400,899,998,4756,16.0509854832999,23.9007283517669,34.097653088751,19.1799298624224,11.4378203398975,11.3838683571621,13.4174908901614,24.6876626756897,61.8948464341489
"16037","05000US16037","Custer County","Custer County, Idaho","id",4072,662,3410,1761,540,509,267,244,201,39957,4099,383,121,339,342,608,2306,16.2573673870334,30.664395229983,28.9040318001136,15.1618398637138,13.8557637705849,11.4139693356048,20.565991705294,23.1763844840205,56.2576238106855
"16039","05000US16039","Elmore County","Elmore County, Idaho","id",25185,6399,18786,10285,2614,2958,2123,1288,1302,46715,25508,1372,850,1291,4371,2908,14716,25.4079809410363,25.4156538648517,28.7603305785124,20.6417112299465,12.5230918813807,12.6592124453087,13.7721499137525,28.5361455229732,57.6917045632743
"16041","05000US16041","Franklin County","Franklin County, Idaho","id",12652,3863,8789,4294,700,1147,1067,537,843,56613,13237,326,307,925,1470,1377,8832,30.5327220992728,16.301816488123,26.7116907312529,24.8486259897531,12.5058220773172,19.6320447135538,11.7700385283675,21.5078945380373,66.7220669335952
"16043","05000US16043","Fremont County","Fremont County, Idaho","id",12496,3554,8942,4309,803,1139,927,719,721,53311,12298,291,563,713,1567,1662,7502,28.4411011523688,18.6354142492458,26.4330471106985,21.5131120909724,16.6860060338826,16.7324205152007,12.7419092535372,26.2563018376972,61.0017889087657
